state,date,ML,Low_90,High_90,Low_50,High_50
OR,2020-04-03,1.27,0.54,1.92,0.92,1.49
OR,2020-04-04,1.17,0.44,1.81,0.81,1.3800000000000001
OR,2020-04-05,1.05,0.34,1.7,0.6900000000000001,1.26
OR,2020-04-06,0.9,0.2,1.54,0.56,1.1300000000000001
OR,2020-04-07,0.72,0.07,1.34,0.41000000000000003,0.97
OR,2020-04-08,0.55,0.0,1.18,0.22,0.76
OR,2020-04-09,0.73,0.04,1.36,0.43,1.01
OR,2020-04-10,0.91,0.14,1.56,0.54,1.1500000000000001
OR,2020-04-11,1.07,0.3,1.76,0.73,1.34
OR,2020-04-12,1.11,0.33,1.78,0.78,1.3800000000000001
OR,2020-04-13,1.05,0.27,1.7,0.67,1.27
OR,2020-04-14,0.9500000000000001,0.19,1.59,0.61,1.2
OR,2020-04-15,0.81,0.07,1.42,0.43,1.02
OR,2020-04-16,0.68,0.02,1.3,0.31,0.89
OR,2020-04-17,0.77,0.07,1.42,0.39,0.99
OR,2020-04-18,0.84,0.1,1.5,0.48,1.09
OR,2020-04-19,0.87,0.1,1.52,0.47000000000000003,1.09
OR,2020-04-20,0.86,0.11,1.52,0.46,1.08
OR,2020-04-21,0.88,0.1,1.53,0.5,1.12
OR,2020-04-22,0.96,0.18,1.6400000000000001,0.63,1.25
OR,2020-04-23,1.0,0.19,1.6600000000000001,0.65,1.27
OR,2020-04-24,1.05,0.24,1.72,0.6900000000000001,1.31
OR,2020-04-25,0.91,0.12,1.55,0.56,1.17
OR,2020-04-26,0.8300000000000001,0.08,1.47,0.45,1.06
OR,2020-04-27,0.75,0.02,1.3800000000000001,0.42,1.02
OR,2020-04-28,0.86,0.09,1.52,0.52,1.1400000000000001
OR,2020-04-29,0.98,0.2,1.68,0.63,1.26
OR,2020-04-30,1.07,0.28,1.78,0.71,1.34
OR,2020-05-01,1.1400000000000001,0.33,1.83,0.81,1.43
OR,2020-05-02,1.22,0.41000000000000003,1.9000000000000001,0.89,1.5
OR,2020-05-03,1.16,0.37,1.83,0.84,1.44
OR,2020-05-04,1.2,0.41000000000000003,1.86,0.8300000000000001,1.43
OR,2020-05-05,1.22,0.46,1.8900000000000001,0.87,1.46
OR,2020-05-06,1.26,0.52,1.93,0.93,1.51
PA,2020-03-18,3.7600000000000002,1.9000000000000001,5.42,2.91,4.36
PA,2020-03-19,3.43,2.21,4.5200000000000005,2.88,3.83
PA,2020-03-20,3.24,2.31,4.09,2.84,3.5700000000000003
PA,2020-03-21,3.1,2.32,3.8000000000000003,2.74,3.35
PA,2020-03-22,2.98,2.29,3.58,2.67,3.2
PA,2020-03-23,3.18,2.56,3.7,2.89,3.36
PA,2020-03-24,3.18,2.66,3.66,2.96,3.37
PA,2020-03-25,3.0300000000000002,2.54,3.44,2.81,3.18
PA,2020-03-26,2.79,2.35,3.17,2.57,2.91
PA,2020-03-27,2.44,2.05,2.81,2.22,2.54
PA,2020-03-28,2.12,1.72,2.45,1.93,2.23
PA,2020-03-29,1.94,1.56,2.2600000000000002,1.76,2.05
PA,2020-03-30,1.9000000000000001,1.55,2.22,1.72,2.0
PA,2020-03-31,2.02,1.67,2.31,1.8800000000000001,2.14
PA,2020-04-01,2.12,1.8,2.4,1.96,2.21
PA,2020-04-02,2.05,1.77,2.33,1.93,2.16
PA,2020-04-03,1.87,1.57,2.11,1.74,1.96
PA,2020-04-04,1.6500000000000001,1.37,1.8900000000000001,1.49,1.71
PA,2020-04-05,1.43,1.16,1.67,1.3,1.51
PA,2020-04-06,1.35,1.08,1.58,1.21,1.42
PA,2020-04-07,1.29,1.04,1.53,1.1400000000000001,1.35
PA,2020-04-08,1.25,0.98,1.47,1.1300000000000001,1.33
PA,2020-04-09,1.09,0.8200000000000001,1.31,0.97,1.17
PA,2020-04-10,0.91,0.64,1.1300000000000001,0.79,0.99
PA,2020-04-11,0.66,0.39,0.89,0.51,0.72
PA,2020-04-12,0.48,0.19,0.71,0.37,0.58
PA,2020-04-13,0.43,0.14,0.67,0.29,0.51
PA,2020-04-14,0.68,0.38,0.93,0.53,0.76
PA,2020-04-15,0.99,0.71,1.25,0.8300000000000001,1.06
PA,2020-04-16,1.2,0.93,1.46,1.06,1.28
PA,2020-04-17,1.12,0.8200000000000001,1.35,0.97,1.19
PA,2020-04-18,1.01,0.72,1.25,0.87,1.09
PA,2020-04-19,0.81,0.54,1.07,0.68,0.9
PA,2020-04-20,0.75,0.47000000000000003,1.01,0.59,0.8200000000000001
PA,2020-04-21,0.85,0.55,1.1,0.7000000000000001,0.93
PA,2020-04-22,1.07,0.76,1.31,0.91,1.1400000000000001
PA,2020-04-23,1.19,0.89,1.43,1.06,1.28
PA,2020-04-24,1.07,0.77,1.31,0.9400000000000001,1.16
PA,2020-04-25,0.86,0.5700000000000001,1.11,0.74,0.96
PA,2020-04-26,0.71,0.42,0.97,0.56,0.79
PA,2020-04-27,0.73,0.43,0.99,0.59,0.8200000000000001
PA,2020-04-28,0.8300000000000001,0.51,1.08,0.66,0.9
PA,2020-04-29,1.07,0.77,1.33,0.9400000000000001,1.17
PA,2020-04-30,1.12,0.81,1.37,0.97,1.2
PA,2020-05-01,0.99,0.68,1.24,0.85,1.08
PA,2020-05-02,0.74,0.42,0.99,0.61,0.84
PA,2020-05-03,0.5700000000000001,0.26,0.84,0.42,0.66
PA,2020-05-04,0.48,0.18,0.77,0.32,0.5700000000000001
PA,2020-05-05,0.56,0.25,0.86,0.38,0.64
PA,2020-05-06,0.63,0.28,0.91,0.46,0.72
RI,2020-03-27,3.14,1.17,4.87,2.2800000000000002,3.81
RI,2020-03-28,3.09,1.81,4.28,2.48,3.5
RI,2020-03-29,2.81,1.77,3.71,2.33,3.13
RI,2020-03-30,2.54,1.67,3.3200000000000003,2.14,2.82
RI,2020-03-31,2.16,1.3800000000000001,2.87,1.84,2.45
RI,2020-04-01,1.87,1.11,2.52,1.52,2.1
RI,2020-04-02,1.6600000000000001,0.9400000000000001,2.3000000000000003,1.32,1.8800000000000001
RI,2020-04-03,1.6,0.9,2.23,1.26,1.81
RI,2020-04-04,1.69,0.99,2.29,1.41,1.94
RI,2020-04-05,1.8800000000000001,1.21,2.46,1.61,2.12
RI,2020-04-06,2.09,1.47,2.65,1.78,2.27
RI,2020-04-07,2.22,1.62,2.73,1.92,2.38
RI,2020-04-08,2.23,1.67,2.71,1.96,2.39
RI,2020-04-09,2.13,1.6,2.58,1.9000000000000001,2.3000000000000003
RI,2020-04-10,1.95,1.46,2.39,1.69,2.08
RI,2020-04-11,1.7,1.21,2.12,1.5,1.87
RI,2020-04-12,1.43,0.97,1.86,1.2,1.57
RI,2020-04-13,1.21,0.74,1.6300000000000001,0.98,1.35
RI,2020-04-14,1.1,0.61,1.51,0.87,1.24
RI,2020-04-15,1.04,0.56,1.46,0.8200000000000001,1.19
RI,2020-04-16,1.03,0.56,1.46,0.8200000000000001,1.19
RI,2020-04-17,1.07,0.59,1.49,0.85,1.22
RI,2020-04-18,1.11,0.62,1.52,0.88,1.25
RI,2020-04-19,1.17,0.6900000000000001,1.58,0.93,1.3
RI,2020-04-20,1.24,0.76,1.6400000000000001,1.02,1.3800000000000001
RI,2020-04-21,1.33,0.87,1.73,1.09,1.45
RI,2020-04-22,1.3800000000000001,0.9400000000000001,1.78,1.1500000000000001,1.5
RI,2020-04-23,1.31,0.85,1.68,1.1,1.44
RI,2020-04-24,1.11,0.68,1.5,0.89,1.23
RI,2020-04-25,0.84,0.4,1.23,0.65,0.99
RI,2020-04-26,0.64,0.2,1.04,0.43,0.78
RI,2020-04-27,0.56,0.09,0.9400000000000001,0.33,0.6900000000000001
RI,2020-04-28,0.64,0.17,1.05,0.41000000000000003,0.78
RI,2020-04-29,0.84,0.35000000000000003,1.26,0.59,0.97
RI,2020-04-30,0.96,0.49,1.3900000000000001,0.75,1.12
RI,2020-05-01,0.88,0.4,1.3,0.66,1.03
RI,2020-05-02,0.76,0.26,1.17,0.51,0.89
RI,2020-05-03,0.6,0.11,1.01,0.37,0.75
RI,2020-05-04,0.5700000000000001,0.11,1.01,0.32,0.71
RI,2020-05-05,0.68,0.18,1.1300000000000001,0.44,0.84
RI,2020-05-06,0.84,0.3,1.28,0.63,1.03
SC,2020-03-21,2.44,0.63,4.01,1.6400000000000001,3.06
SC,2020-03-22,2.5300000000000002,1.24,3.62,1.94,2.92
SC,2020-03-23,2.19,1.16,3.08,1.72,2.5100000000000002
SC,2020-03-24,1.7,0.79,2.5,1.31,2.0100000000000002
SC,2020-03-25,1.43,0.5700000000000001,2.18,1.05,1.71
SC,2020-03-26,1.6300000000000001,0.8,2.34,1.27,1.9000000000000001
SC,2020-03-27,1.84,1.06,2.52,1.48,2.08
SC,2020-03-28,2.25,1.52,2.88,1.9100000000000001,2.47
SC,2020-03-29,2.36,1.69,2.94,2.02,2.54
SC,2020-03-30,2.4,1.81,2.96,2.09,2.57
SC,2020-03-31,2.0,1.41,2.5,1.72,2.17
SC,2020-04-01,1.8,1.22,2.2800000000000002,1.51,1.95
SC,2020-04-02,1.45,0.9,1.94,1.19,1.62
SC,2020-04-03,1.1400000000000001,0.5700000000000001,1.62,0.88,1.31
SC,2020-04-04,1.1300000000000001,0.56,1.62,0.85,1.29
SC,2020-04-05,1.02,0.47000000000000003,1.53,0.75,1.19
SC,2020-04-06,1.06,0.48,1.55,0.79,1.23
SC,2020-04-07,1.36,0.8200000000000001,1.87,1.07,1.51
SC,2020-04-08,1.23,0.6900000000000001,1.72,0.9500000000000001,1.3800000000000001
SC,2020-04-09,1.19,0.66,1.68,0.9500000000000001,1.37
SC,2020-04-10,0.92,0.36,1.3900000000000001,0.6900000000000001,1.11
SC,2020-04-11,0.53,0.02,0.96,0.24,0.66
SC,2020-04-12,0.37,0.0,0.84,0.11,0.5
SC,2020-04-13,0.18,0.0,0.6900000000000001,0.0,0.3
SC,2020-04-14,0.35000000000000003,0.0,0.84,0.13,0.51
SC,2020-04-15,0.88,0.27,1.44,0.6,1.09
SC,2020-04-16,1.29,0.64,1.82,1.03,1.51
SC,2020-04-17,1.41,0.8,1.93,1.16,1.62
SC,2020-04-18,1.09,0.52,1.62,0.79,1.25
SC,2020-04-19,1.03,0.42,1.53,0.73,1.19
SC,2020-04-20,0.9500000000000001,0.36,1.47,0.67,1.1300000000000001
SC,2020-04-21,0.7000000000000001,0.11,1.19,0.41000000000000003,0.87
SC,2020-04-22,0.9500000000000001,0.32,1.47,0.64,1.12
SC,2020-04-23,1.3,0.71,1.84,1.0,1.47
SC,2020-04-24,1.3,0.71,1.81,1.04,1.49
SC,2020-04-25,1.1500000000000001,0.59,1.67,0.87,1.32
SC,2020-04-26,0.97,0.42,1.5,0.6900000000000001,1.1400000000000001
SC,2020-04-27,1.01,0.45,1.54,0.75,1.2
SC,2020-04-28,1.1500000000000001,0.5700000000000001,1.6600000000000001,0.87,1.32
SC,2020-04-29,1.1500000000000001,0.5700000000000001,1.6500000000000001,0.86,1.31
SC,2020-04-30,1.21,0.63,1.7,0.9400000000000001,1.3800000000000001
SC,2020-05-01,1.1,0.53,1.59,0.8200000000000001,1.26
SC,2020-05-02,0.78,0.22,1.27,0.5,0.9400000000000001
SC,2020-05-03,0.48,0.0,0.93,0.22,0.64
SC,2020-05-04,0.37,0.0,0.86,0.11,0.51
SC,2020-05-05,0.47000000000000003,0.0,0.97,0.23,0.66
SC,2020-05-06,0.62,0.08,1.16,0.35000000000000003,0.8200000000000001
SD,2020-04-04,1.74,0.04,3.35,0.8300000000000001,2.36
SD,2020-04-05,1.92,0.41000000000000003,3.17,1.23,2.4
SD,2020-04-06,1.92,0.71,3.02,1.34,2.3000000000000003
SD,2020-04-07,2.1,1.03,3.02,1.59,2.41
SD,2020-04-08,2.12,1.17,2.93,1.71,2.43
SD,2020-04-09,2.15,1.32,2.91,1.74,2.4
SD,2020-04-10,2.17,1.3800000000000001,2.85,1.86,2.46
SD,2020-04-11,2.12,1.4000000000000001,2.77,1.76,2.33
SD,2020-04-12,2.09,1.42,2.71,1.79,2.32
SD,2020-04-13,2.0,1.35,2.58,1.68,2.19
SD,2020-04-14,1.8,1.1500000000000001,2.34,1.49,1.98
SD,2020-04-15,1.6,0.98,2.14,1.3,1.78
SD,2020-04-16,1.32,0.71,1.86,1.07,1.54
SD,2020-04-17,1.02,0.4,1.56,0.72,1.2
SD,2020-04-18,0.75,0.15,1.29,0.43,0.92
SD,2020-04-19,0.52,0.0,1.04,0.23,0.7000000000000001
SD,2020-04-20,0.45,0.0,1.0,0.17,0.63
SD,2020-04-21,0.53,0.0,1.09,0.23,0.72
SD,2020-04-22,0.6900000000000001,0.05,1.26,0.36,0.89
SD,2020-04-23,0.8200000000000001,0.16,1.43,0.46,1.01
SD,2020-04-24,0.8200000000000001,0.15,1.42,0.46,1.01
SD,2020-04-25,0.74,0.07,1.31,0.41000000000000003,0.9500000000000001
SD,2020-04-26,0.56,0.0,1.1300000000000001,0.28,0.79
SD,2020-04-27,0.48,0.0,1.09,0.18,0.68
SD,2020-04-28,0.53,0.0,1.1400000000000001,0.21,0.73
SD,2020-04-29,0.63,0.0,1.23,0.28,0.8300000000000001
SD,2020-04-30,0.74,0.07,1.37,0.41000000000000003,0.98
SD,2020-05-01,0.76,0.07,1.3900000000000001,0.41000000000000003,0.99
SD,2020-05-02,0.66,0.0,1.26,0.36,0.92
SD,2020-05-03,0.59,0.0,1.22,0.3,0.85
SD,2020-05-04,0.53,0.0,1.19,0.24,0.78
SD,2020-05-05,0.58,0.0,1.24,0.26,0.8200000000000001
SD,2020-05-06,0.65,0.02,1.32,0.28,0.87
TN,2020-03-18,4.36,2.44,6.01,3.48,4.95
TN,2020-03-19,4.03,2.81,5.09,3.46,4.4
TN,2020-03-20,3.5300000000000002,2.6,4.34,3.08,3.8000000000000003
TN,2020-03-21,2.91,2.13,3.6,2.52,3.13
TN,2020-03-22,2.39,1.69,3.02,2.06,2.61
TN,2020-03-23,2.0100000000000002,1.35,2.61,1.7,2.22
TN,2020-03-24,1.8900000000000001,1.24,2.46,1.6,2.1
TN,2020-03-25,1.84,1.22,2.4,1.53,2.02
TN,2020-03-26,1.87,1.26,2.4,1.58,2.05
TN,2020-03-27,1.94,1.37,2.46,1.67,2.12
TN,2020-03-28,2.04,1.49,2.5300000000000002,1.77,2.2
TN,2020-03-29,2.11,1.6,2.58,1.85,2.2600000000000002
TN,2020-03-30,1.95,1.43,2.37,1.69,2.08
TN,2020-03-31,1.69,1.2,2.11,1.49,1.86
TN,2020-04-01,1.3900000000000001,0.9400000000000001,1.83,1.16,1.53
TN,2020-04-02,1.11,0.62,1.52,0.88,1.25
TN,2020-04-03,0.8,0.32,1.23,0.55,0.93
TN,2020-04-04,0.74,0.26,1.19,0.49,0.88
TN,2020-04-05,0.76,0.26,1.21,0.5,0.9
TN,2020-04-06,0.97,0.47000000000000003,1.43,0.71,1.11
TN,2020-04-07,0.99,0.47000000000000003,1.43,0.79,1.18
TN,2020-04-08,0.97,0.47000000000000003,1.42,0.75,1.1400000000000001
TN,2020-04-09,0.89,0.36,1.32,0.62,1.02
TN,2020-04-10,0.9500000000000001,0.44,1.4000000000000001,0.6900000000000001,1.09
TN,2020-04-11,0.87,0.34,1.31,0.62,1.02
TN,2020-04-12,0.93,0.42,1.3900000000000001,0.7000000000000001,1.1
TN,2020-04-13,0.91,0.41000000000000003,1.3800000000000001,0.68,1.08
TN,2020-04-14,1.0,0.46,1.44,0.76,1.16
TN,2020-04-15,0.96,0.45,1.42,0.72,1.12
TN,2020-04-16,1.04,0.52,1.49,0.8,1.2
TN,2020-04-17,0.96,0.44,1.41,0.72,1.12
TN,2020-04-18,0.9,0.36,1.34,0.67,1.07
TN,2020-04-19,1.01,0.49,1.47,0.8,1.2
TN,2020-04-20,1.25,0.72,1.69,1.0,1.4000000000000001
TN,2020-04-21,1.52,1.05,1.98,1.27,1.6600000000000001
TN,2020-04-22,1.83,1.36,2.25,1.59,1.96
TN,2020-04-23,1.86,1.43,2.27,1.6400000000000001,1.99
TN,2020-04-24,1.6600000000000001,1.24,2.05,1.44,1.78
TN,2020-04-25,1.23,0.78,1.59,1.03,1.36
TN,2020-04-26,0.77,0.33,1.1500000000000001,0.56,0.9
TN,2020-04-27,0.52,0.09,0.9,0.29,0.64
TN,2020-04-28,1.04,0.5700000000000001,1.44,0.81,1.17
TN,2020-04-29,1.71,1.27,2.1,1.52,1.86
TN,2020-04-30,2.1,1.69,2.46,1.8900000000000001,2.21
TN,2020-05-01,2.04,1.6500000000000001,2.37,1.84,2.14
TN,2020-05-02,1.45,1.07,1.77,1.26,1.55
TN,2020-05-03,0.71,0.32,1.04,0.51,0.81
TN,2020-05-04,0.19,0.0,0.54,0.02,0.27
TN,2020-05-05,0.0,0.0,0.34,0.0,0.1
TN,2020-05-06,0.0,0.0,0.37,0.0,0.13
TX,2020-03-19,3.23,1.36,4.83,2.4,3.83
TX,2020-03-20,2.62,1.3900000000000001,3.77,2.05,3.0300000000000002
TX,2020-03-21,2.11,1.1,3.0500000000000003,1.67,2.47
TX,2020-03-22,3.0,2.12,3.75,2.6,3.27
TX,2020-03-23,3.5700000000000003,2.84,4.19,3.2800000000000002,3.83
TX,2020-03-24,3.72,3.13,4.25,3.45,3.91
TX,2020-03-25,3.34,2.82,3.79,3.09,3.49
TX,2020-03-26,2.87,2.39,3.27,2.66,3.02
TX,2020-03-27,2.21,1.76,2.59,2.0100000000000002,2.35
TX,2020-03-28,1.71,1.26,2.08,1.49,1.83
TX,2020-03-29,1.47,1.04,1.85,1.24,1.58
TX,2020-03-30,1.58,1.1400000000000001,1.94,1.37,1.7
TX,2020-03-31,1.74,1.33,2.1,1.54,1.86
TX,2020-04-01,1.84,1.43,2.17,1.68,1.98
TX,2020-04-02,1.73,1.34,2.05,1.56,1.85
TX,2020-04-03,1.49,1.12,1.81,1.29,1.58
TX,2020-04-04,1.3900000000000001,1.02,1.7,1.21,1.49
TX,2020-04-05,1.34,0.97,1.6400000000000001,1.1500000000000001,1.43
TX,2020-04-06,1.3900000000000001,1.03,1.69,1.23,1.5
TX,2020-04-07,1.67,1.31,1.95,1.52,1.78
TX,2020-04-08,1.6300000000000001,1.3,1.9100000000000001,1.48,1.73
TX,2020-04-09,1.51,1.2,1.79,1.34,1.59
TX,2020-04-10,1.1500000000000001,0.8300000000000001,1.42,1.02,1.26
TX,2020-04-11,0.72,0.4,1.0,0.56,0.81
TX,2020-04-12,0.48,0.13,0.75,0.3,0.56
TX,2020-04-13,0.52,0.18,0.8200000000000001,0.34,0.61
TX,2020-04-14,0.66,0.3,0.96,0.5,0.77
TX,2020-04-15,1.07,0.73,1.3800000000000001,0.9,1.17
TX,2020-04-16,1.1500000000000001,0.81,1.45,0.97,1.24
TX,2020-04-17,1.08,0.73,1.37,0.93,1.19
TX,2020-04-18,0.8300000000000001,0.49,1.1300000000000001,0.64,0.91
TX,2020-04-19,0.7000000000000001,0.37,1.02,0.54,0.81
TX,2020-04-20,0.76,0.39,1.06,0.5700000000000001,0.85
TX,2020-04-21,0.98,0.61,1.28,0.79,1.07
TX,2020-04-22,1.23,0.86,1.52,1.06,1.33
TX,2020-04-23,1.34,0.99,1.6300000000000001,1.1500000000000001,1.42
TX,2020-04-24,1.24,0.89,1.52,1.07,1.33
TX,2020-04-25,1.08,0.73,1.36,0.91,1.17
TX,2020-04-26,0.96,0.62,1.25,0.8,1.06
TX,2020-04-27,0.99,0.66,1.29,0.84,1.1
TX,2020-04-28,1.1500000000000001,0.81,1.44,0.99,1.25
TX,2020-04-29,1.36,1.05,1.6600000000000001,1.18,1.44
TX,2020-04-30,1.46,1.12,1.72,1.29,1.54
TX,2020-05-01,1.35,1.05,1.6300000000000001,1.21,1.45
TX,2020-05-02,1.16,0.84,1.42,1.0,1.24
TX,2020-05-03,0.98,0.67,1.25,0.8300000000000001,1.07
TX,2020-05-04,0.87,0.55,1.1400000000000001,0.74,0.98
TX,2020-05-05,0.86,0.52,1.12,0.6900000000000001,0.9400000000000001
TX,2020-05-06,0.89,0.56,1.16,0.72,0.97
UT,2020-03-21,2.7600000000000002,0.74,4.46,1.84,3.4
UT,2020-03-22,2.47,1.07,3.69,1.83,2.91
UT,2020-03-23,2.23,1.1300000000000001,3.24,1.72,2.59
UT,2020-03-24,1.99,1.02,2.86,1.53,2.29
UT,2020-03-25,1.99,1.09,2.7600000000000002,1.56,2.25
UT,2020-03-26,2.0100000000000002,1.2,2.74,1.67,2.3000000000000003
UT,2020-03-27,1.98,1.24,2.68,1.68,2.27
UT,2020-03-28,1.93,1.2,2.57,1.62,2.18
UT,2020-03-29,1.82,1.1300000000000001,2.44,1.5,2.04
UT,2020-03-30,1.56,0.87,2.15,1.22,1.75
UT,2020-03-31,1.45,0.79,2.05,1.1400000000000001,1.6600000000000001
UT,2020-04-01,1.45,0.78,2.0300000000000002,1.18,1.69
UT,2020-04-02,1.58,0.9400000000000001,2.16,1.31,1.81
UT,2020-04-03,1.59,0.9500000000000001,2.14,1.29,1.78
UT,2020-04-04,1.42,0.8,1.96,1.12,1.6
UT,2020-04-05,1.1500000000000001,0.52,1.68,0.85,1.33
UT,2020-04-06,0.9400000000000001,0.34,1.5,0.66,1.1400000000000001
UT,2020-04-07,0.75,0.11,1.26,0.44,0.93
UT,2020-04-08,0.75,0.12,1.29,0.45,0.9500000000000001
UT,2020-04-09,0.8200000000000001,0.16,1.37,0.52,1.03
UT,2020-04-10,0.89,0.23,1.46,0.56,1.08
UT,2020-04-11,0.79,0.13,1.34,0.45,0.97
UT,2020-04-12,0.66,0.04,1.2,0.34,0.85
UT,2020-04-13,0.68,0.04,1.22,0.34,0.86
UT,2020-04-14,0.85,0.16,1.43,0.52,1.06
UT,2020-04-15,1.12,0.42,1.72,0.78,1.32
UT,2020-04-16,1.31,0.62,1.8900000000000001,1.01,1.53
UT,2020-04-17,1.42,0.8,2.02,1.16,1.6600000000000001
UT,2020-04-18,1.33,0.71,1.9000000000000001,1.04,1.53
UT,2020-04-19,1.22,0.58,1.76,0.9,1.3900000000000001
UT,2020-04-20,1.16,0.55,1.72,0.9,1.3800000000000001
UT,2020-04-21,1.19,0.56,1.73,0.91,1.3900000000000001
UT,2020-04-22,1.25,0.62,1.78,0.9400000000000001,1.42
UT,2020-04-23,1.33,0.71,1.85,1.04,1.51
UT,2020-04-24,1.27,0.67,1.79,1.0,1.46
UT,2020-04-25,1.17,0.58,1.69,0.88,1.34
UT,2020-04-26,1.01,0.42,1.53,0.73,1.19
UT,2020-04-27,0.91,0.3,1.42,0.65,1.11
UT,2020-04-28,0.9,0.3,1.43,0.61,1.08
UT,2020-04-29,0.98,0.38,1.52,0.71,1.18
UT,2020-04-30,1.12,0.5,1.6400000000000001,0.8300000000000001,1.3
UT,2020-05-01,1.19,0.59,1.71,0.92,1.3800000000000001
UT,2020-05-02,1.1500000000000001,0.59,1.69,0.85,1.31
UT,2020-05-03,1.05,0.46,1.56,0.8,1.25
UT,2020-05-04,0.9500000000000001,0.37,1.47,0.65,1.11
UT,2020-05-05,0.9,0.31,1.42,0.62,1.08
UT,2020-05-06,0.86,0.26,1.3800000000000001,0.56,1.03
VA,2020-03-21,2.56,0.58,4.2700000000000005,1.72,3.2800000000000002
VA,2020-03-22,2.58,1.22,3.84,1.95,3.0300000000000002
VA,2020-03-23,2.4,1.28,3.37,1.8900000000000001,2.75
VA,2020-03-24,2.42,1.49,3.2600000000000002,1.99,2.72
VA,2020-03-25,2.44,1.6300000000000001,3.19,2.09,2.73
VA,2020-03-26,2.44,1.7,3.11,2.1,2.68
VA,2020-03-27,2.34,1.6500000000000001,2.95,2.0,2.54
VA,2020-03-28,2.2600000000000002,1.6,2.82,1.96,2.46
VA,2020-03-29,2.11,1.5,2.65,1.86,2.33
VA,2020-03-30,2.04,1.45,2.5500000000000003,1.79,2.24
VA,2020-03-31,1.98,1.43,2.48,1.75,2.18
VA,2020-04-01,2.02,1.47,2.48,1.74,2.16
VA,2020-04-02,1.8900000000000001,1.3900000000000001,2.35,1.6400000000000001,2.04
VA,2020-04-03,1.72,1.23,2.16,1.53,1.9100000000000001
VA,2020-04-04,1.6,1.11,2.02,1.35,1.73
VA,2020-04-05,1.44,0.9400000000000001,1.84,1.21,1.58
VA,2020-04-06,1.41,0.9500000000000001,1.83,1.16,1.53
VA,2020-04-07,1.42,0.9500000000000001,1.82,1.19,1.55
VA,2020-04-08,1.53,1.07,1.92,1.31,1.6600000000000001
VA,2020-04-09,1.44,0.99,1.82,1.24,1.58
VA,2020-04-10,1.37,0.9500000000000001,1.76,1.1500000000000001,1.49
VA,2020-04-11,1.16,0.72,1.53,0.98,1.31
VA,2020-04-12,1.03,0.6,1.41,0.8,1.1400000000000001
VA,2020-04-13,0.92,0.47000000000000003,1.29,0.7000000000000001,1.04
VA,2020-04-14,1.0,0.5700000000000001,1.3900000000000001,0.79,1.1300000000000001
VA,2020-04-15,1.1500000000000001,0.7000000000000001,1.52,0.93,1.27
VA,2020-04-16,1.3900000000000001,0.96,1.76,1.18,1.51
VA,2020-04-17,1.36,0.93,1.71,1.16,1.48
VA,2020-04-18,1.37,0.97,1.73,1.1500000000000001,1.47
VA,2020-04-19,1.36,0.9500000000000001,1.7,1.16,1.47
VA,2020-04-20,1.37,0.96,1.7,1.21,1.51
VA,2020-04-21,1.33,0.9500000000000001,1.67,1.1300000000000001,1.43
VA,2020-04-22,1.3900000000000001,1.01,1.72,1.23,1.52
VA,2020-04-23,1.33,0.9500000000000001,1.6500000000000001,1.1500000000000001,1.44
VA,2020-04-24,1.21,0.8300000000000001,1.52,1.01,1.3
VA,2020-04-25,1.11,0.73,1.42,0.91,1.2
VA,2020-04-26,1.03,0.65,1.34,0.8300000000000001,1.12
VA,2020-04-27,1.09,0.71,1.4000000000000001,0.89,1.18
VA,2020-04-28,1.31,0.9400000000000001,1.62,1.1400000000000001,1.42
VA,2020-04-29,1.3900000000000001,1.03,1.69,1.23,1.5
VA,2020-04-30,1.49,1.1500000000000001,1.79,1.3,1.57
VA,2020-05-01,1.4000000000000001,1.05,1.68,1.23,1.49
VA,2020-05-02,1.18,0.85,1.47,1.0,1.26
VA,2020-05-03,0.75,0.41000000000000003,1.04,0.59,0.85
VA,2020-05-04,0.45,0.1,0.74,0.28,0.55
VA,2020-05-05,0.13,0.0,0.45,0.02,0.22
VA,2020-05-06,0.0,0.0,0.37,0.0,0.14
VT,2020-03-26,1.26,0.0,3.0100000000000002,0.32,1.74
VT,2020-03-27,1.09,0.0,2.36,0.38,1.48
VT,2020-03-28,1.03,0.02,2.11,0.44,1.4000000000000001
VT,2020-03-29,1.01,0.05,1.99,0.5,1.3800000000000001
VT,2020-03-30,0.92,0.0,1.81,0.43,1.25
VT,2020-03-31,1.05,0.07,1.9100000000000001,0.54,1.36
VT,2020-04-01,1.3,0.26,2.17,0.8300000000000001,1.6400000000000001
VT,2020-04-02,1.46,0.45,2.32,1.07,1.84
VT,2020-04-03,1.56,0.6,2.39,1.1,1.84
VT,2020-04-04,1.54,0.62,2.33,1.1400000000000001,1.84
VT,2020-04-05,1.37,0.51,2.16,0.98,1.6600000000000001
VT,2020-04-06,1.1400000000000001,0.26,1.87,0.77,1.44
VT,2020-04-07,0.96,0.11,1.6600000000000001,0.56,1.23
VT,2020-04-08,0.84,0.04,1.53,0.49,1.1500000000000001
VT,2020-04-09,0.76,0.0,1.46,0.36,1.02
VT,2020-04-10,0.73,0.0,1.46,0.35000000000000003,1.01
VT,2020-04-11,0.61,0.0,1.3900000000000001,0.22,0.86
VT,2020-04-12,0.43,0.0,1.26,0.14,0.71
VT,2020-04-13,0.33,0.0,1.1500000000000001,0.04,0.55
VT,2020-04-14,0.26,0.0,1.03,0.0,0.44
